r [m],theta [rad]
23.893896747135788,0.09879900580565604
13.440708962731582,5.955026511512788
16.911873726724924,5.478278219949797
69.7159594527489,4.854679530285402
154.83909465597318,1.0822480591665915
117.07981576901075,0.9628630787957215
147.85915979355548,3.080436191437739
107.07054070812318,5.0121292023767126
91.5639914964531,1.7886084210605109
48.63831472931371,0.1934910572625803
46.28800481017836,5.872240427188688
77.74121520292331,5.625677542445413
118.42424846585412,4.500154095184355
93.86198951080969,2.0361014537266815
67.4249447968136,4.851829339052548
105.06411122330076,6.068518242608923
130.89511243190825,5.462600176355256
24.736445550680827,0.2072272495320302
17.372715024075912,2.8948862979502614
120.61311889869786,4.090455326029566
16.19903074106761,1.7703717084539647
60.030370423056624,5.645506098940606
66.78040195775309,0.738166824560186
105.98543106011634,1.566780451873556
26.06736598292152,0.38811442958361386
43.34182827754259,1.976686201176463
110.090300904025,0.23298107284779945
76.16607922842842,1.6914603529145253
49.729947375265915,2.6176856576020597
53.35689587848719,1.0554805314805984
80.07361694425242,5.795449056031403
139.7062660725268,0.7385237548780434
110.24738037942468,0.8252385674878333
82.89332495165462,1.4004494970961368
65.78203883996349,0.15164773157601985
66.37364778120224,3.3830612974645753
35.2503086748256,2.5312336427290276
131.86975540884123,1.1936617531063973
36.70498911322347,4.685267852500532
129.99944670984797,1.4878305993154282
45.51953455411125,5.537151238075538
44.19390127312797,4.396486064765545
49.48638096092706,5.309242212214196
98.37828948113821,0.20434083598362118
77.09162595909402,0.7947837657365309
45.190261321397905,5.331090264484033
55.01733042188962,5.241595497256198
38.512792643334464,3.825329863519846
37.079456684328235,3.2813216354623904
28.809819358050586,5.838197539619975
16.92620524372221,3.422298849483841
64.41440732213714,1.2339962103093782
44.97092233809146,0.7160125296271955
144.36895342468495,3.8295972516496306
116.28415150472063,4.324203944585751
134.55988583159382,4.143460039786724
41.21764270537764,1.5563591501369887
23.371218686726333,0.8000217272830872
63.109454448584934,1.3421673110105043
69.25654293586706,4.297092302941074
77.57503547535914,5.687983182992911
78.61341450370263,1.2639811365912408
45.81191793204442,6.133524459169456
89.9070383893003,2.330442081801822
33.142108672737805,3.5001856399780387
66.04642002997691,5.486659082740721
87.18398749829892,2.2046545225787444
89.78802979419,2.9100118977396363
89.17156907203037,2.423856744525871
20.458807188840705,5.435120296380047
106.678871680466,5.332088149150127
27.472711561795368,4.3372243734951255
69.55455172433156,2.152975866884173
90.94512635354931,6.237974298048768
37.77928043760622,2.0412786342732723
85.101503858164,1.6747529083177994
113.59296319118191,1.4707186196436721
26.809884844932512,5.431200831852462
99.54904534007318,5.8601501609561115
134.54808643066704,1.259427624253254
115.43925538597422,4.098488862206009
98.78039378831245,5.252040416853674
44.73159931323052,6.235473650748933
83.25786636948905,4.070581490822036
40.20017741244316,0.9099021617873211
135.75454940566607,1.310721613106729
34.5513680297128,4.958437786850741
19.98313447051609,2.7959991266349498
10.406985838608065,5.464671185708445
37.19155253463597,4.747941637334172
118.89882070526984,4.626377136743647
27.868259633051483,0.6360499050994557
86.26506096065808,6.156783153100239
