r [m],theta [rad]
30.415052162487225,5.920898887014248
28.23476092415861,5.652595220565985
34.466655375994755,5.202522467332887
79.64451705085476,4.82265116083191
199.45008162990004,1.1108725285136378
140.25076216030482,1.263051419642128
195.166619701971,3.1589610015833713
126.1309534891228,4.892380318322224
100.84240311682578,2.019905572752519
47.439328101688126,0.38033874294997094
47.46991474755445,5.787785960900276
90.53355281998536,5.488757237773324
104.66547004976276,4.652916311403256
108.45991005812235,1.9270285260939382
61.34407763782728,5.002132798561215
120.69104275033028,5.972672421699616
161.1349098025499,5.528422985483912
29.112992568114997,6.238995570465199
33.50030261416491,2.411909079182603
162.52405362229302,3.95377546460079
14.164631318757975,1.5126361157897872
53.21992375830998,5.814046215003053
73.4252552252877,0.7153574836699166
117.71909752901482,1.4337145198349344
40.685805408800675,0.29003901268179
44.63531167036257,2.0376743494740666
145.30049585601827,0.0640716561660275
79.25898245958071,1.712330275875673
50.22566377664256,2.49890138194875
60.17195203044566,0.9493797256653007
80.16761803450116,5.929266177735026
172.24047094355365,0.9437543696108941
135.08946854668125,0.6465084118034525
94.35094065815103,1.2789349019558118
53.562804214625366,6.0664445468189125
54.4444897629295,3.580103759523105
34.12529654142169,2.341809037181381
173.15126990851078,1.058554461323908
32.768230913815195,4.534499688655242
162.54555925347015,1.520823802953993
49.02237467550882,5.648211591573846
49.27431010586005,4.200862251450836
51.5514077327833,5.430413640305973
76.31125876742045,0.44778327498210313
105.31778021400112,0.55989598543563
49.906412542062185,5.459368290595469
71.76376762316202,5.066516727185789
40.057603377074265,3.8913717777074517
39.6937928824318,3.366762389119746
42.40159557093196,5.6717290350394265
25.552837462327044,2.8927653837164176
60.98602033016053,1.3405359509171078
44.75891754578865,0.6226156625498493
189.6809874665858,3.761209559703927
80.1350927592188,4.183827312397122
78.470450693072,4.038663466340257
48.40307248101861,1.6105293496606743
37.79090230761171,0.6507006339129058
66.24472554463141,1.232516080838618
71.80065960922695,4.370119549497755
72.90874775430477,5.83887200960792
79.57288084780389,1.2070735859356558
50.673243800450386,6.216739571608402
100.42503690732738,2.315068815290049
39.896500507983205,3.5849443845330917
73.05954677280363,5.354357852944229
82.7935589283598,1.9975226856393
112.25671724370089,2.763679673950886
77.99151756864737,2.6190389134396526
38.82935027129429,5.340600512050284
106.72275168008629,5.4768066046653825
32.57639239224799,4.05126571466073
56.80691912362484,2.3391893399749613
84.06935519301277,5.923551167867476
33.6151666961676,2.3717599983599786
85.357227585457,1.6306844304893255
138.31103655110408,1.5822989961361662
41.87007076325798,5.288294994188659
92.57578643286627,6.036503406746186
176.68274716659184,1.204781253731003
118.06246212022981,4.237209954215864
72.65053663107837,5.485375334051405
50.982327583271605,0.02640294631896989
70.24317465957272,4.256162202633721
41.40895195031873,0.993083422446313
127.53086187219341,1.2760145212152372
43.95997535649358,4.9864266891737214
24.00018991258787,2.799413445240619
11.99273898149679,5.536793637694009
42.69724046690544,4.842088788698563
104.06666881437654,4.83402150031708
41.016854588820514,0.37492275027036026
104.45352363490439,6.022223552111259
56.60802926527014,5.425284606311569
73.37460001304477,5.596812280518583
85.46563357236921,2.2192414301157903
27.798572253934708,3.149181481479175
111.05052000573043,3.2120802250895224
52.87025115389749,5.629617703357889
133.45673748624608,4.953877829032562
121.36282163101806,0.9281384506242789
54.64272270552304,3.029155098077597
103.2372590687737,1.9652100223866604
143.36424269198676,5.53135261003303
47.2928621493821,0.1816579816565822
51.941788228176875,6.04152756511583
31.562230156984867,3.976425738152784
101.46714231195374,2.903699379755828
27.38583640178317,3.1002891607186243
128.4289104413202,4.54406377257062
159.6041970037209,0.8075309181868748
45.907835090474194,2.8311986620818566
